,level_0,index,YearStart,QTarget,Latitude,Longitude,Q1,Q2,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q15,Q17,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q32,Q33,Q34,Q39,Q43,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q70,Hispanic,Black,Male,Overall,White,Female
252,139.0,139.0,2021.0,55.2,38.66551,-80.71264,61.7,97.5,68.4,64.4,40.5,35.4,6.7,32.4,67.6,5.4,11.6,45.8,38.2,43.1,58.3,38.2,40.7,34.2,43.3,11.8,43.7,91.7,41.7,83.3,13.3,16.0,77.1,65.8,44.3,5.6,24.6,30.7,40.7,73.8,8.0,22.5,3.6,4.8,21.5,0.0,0.0,0.0,0.0,1.0,0.0
253,185.0,185.0,2021.0,48.5,32.84057,-86.63186,62.7,97.1,69.7,64.3,45.8,31.5,5.6,30.9,69.1,4.4,8.2,48.4,36.6,43.9,62.2,40.3,47.5,42.6,37.6,13.8,40.9,91.5,39.3,87.9,10.1,15.7,79.4,68.4,44.2,6.5,28.7,35.7,41.6,69.4,10.5,21.8,3.7,4.6,15.5,0.0,0.0,0.0,0.0,0.0,1.0
254,90.0,90.0,2021.0,42.2,35.68094,-85.77449,49.6,99.5,89.9,50.8,41.9,43.1,5.5,32.5,67.5,4.0,14.4,48.0,25.3,31.9,47.5,42.1,38.4,53.0,59.5,11.0,46.7,95.0,29.8,87.5,10.6,17.5,82.6,62.0,35.2,6.3,17.1,30.0,47.3,81.1,10.8,21.9,3.6,4.0,18.1,0.0,1.0,0.0,0.0,0.0,0.0
255,493.0,493.0,2017.0,38.0,34.52088,-106.24058,50.0,95.3,52.9,57.0,28.4,21.9,5.4,22.3,77.7,6.3,12.9,54.2,31.7,40.3,58.0,33.4,27.8,23.6,40.1,11.3,34.1,91.8,35.1,74.0,7.6,8.4,73.2,65.3,40.8,4.0,37.1,23.0,24.6,60.7,7.9,17.7,2.9,4.6,17.3,0.0,0.0,0.0,0.0,1.0,0.0
256,245.0,245.0,2021.0,36.2,47.52228,-120.47001,57.3,98.0,53.3,72.0,25.1,26.4,5.0,18.9,81.1,3.6,11.7,48.1,28.6,35.5,46.7,25.4,25.2,23.3,38.9,13.5,26.9,89.1,31.3,73.1,5.6,8.3,62.5,60.5,54.1,5.9,38.6,19.2,29.3,59.5,7.0,14.7,3.7,4.0,9.4,0.0,0.0,0.0,0.0,0.0,1.0
257,27.0,27.0,2021.0,42.2,44.35313,-100.37353,47.0,97.3,60.8,75.6,33.7,34.6,3.2,19.5,80.5,4.9,20.6,37.2,25.0,30.3,48.1,24.6,31.7,15.6,35.6,8.6,35.4,88.1,38.4,80.9,5.9,10.5,73.5,68.8,53.5,3.7,27.1,24.1,37.2,71.6,7.6,13.1,1.7,2.9,13.0,0.0,0.0,0.0,0.0,1.0,0.0
258,429.0,429.0,2017.0,50.1,44.66132,-84.71439,61.8,98.5,74.7,50.5,33.4,41.8,7.5,44.6,55.4,4.2,16.0,63.7,30.1,41.8,62.5,53.9,44.4,56.5,57.3,15.1,44.8,93.6,35.2,75.4,11.4,14.6,81.2,75.4,29.1,5.3,25.0,35.0,41.2,73.0,13.7,28.9,4.5,5.5,22.2,0.0,1.0,0.0,0.0,0.0,0.0
259,466.0,466.0,2017.0,46.4,40.13057,-74.27369,52.3,97.7,62.7,61.6,42.5,26.5,5.3,24.6,75.4,3.3,11.1,54.7,26.9,41.9,50.7,35.8,41.5,34.4,40.5,10.7,30.2,95.8,32.3,80.5,7.2,10.2,67.8,63.9,43.7,4.4,42.7,31.5,25.2,55.3,11.3,19.1,2.7,4.2,11.5,0.0,0.0,0.0,0.0,0.0,1.0
260,316.0,316.0,2017.0,38.3,64.84508,-147.72206,50.9,93.8,59.4,52.0,27.5,34.8,5.5,21.5,78.5,5.1,19.7,51.9,22.3,28.8,44.0,32.0,28.8,22.5,42.4,8.4,31.7,83.3,30.0,64.6,5.6,7.5,74.8,68.2,34.6,3.8,31.8,20.7,34.2,66.7,12.2,17.6,2.5,3.9,20.9,0.0,0.0,0.0,1.0,0.0,0.0
261,373.0,373.0,2017.0,38.5,43.68263,-114.36373,49.7,95.0,55.3,55.5,27.5,26.5,5.0,18.7,81.3,5.2,15.2,47.9,25.9,35.7,52.3,27.5,33.3,20.6,39.0,9.3,31.0,86.7,30.8,70.5,5.2,8.2,70.6,56.1,36.5,3.5,33.2,23.3,28.1,65.4,14.7,14.0,2.4,3.8,14.2,0.0,0.0,0.0,0.0,1.0,0.0
262,284.0,284.0,2021.0,36.9,47.52228,-120.47001,52.6,96.9,56.8,71.5,22.3,27.0,4.6,19.0,81.0,4.5,15.2,44.6,25.0,31.9,41.9,25.5,23.1,21.6,37.8,10.5,29.6,88.2,33.4,70.5,5.1,8.7,64.3,60.6,48.9,5.0,34.1,17.8,28.8,64.2,8.0,14.3,3.1,3.6,10.7,0.0,0.0,0.0,1.0,0.0,0.0
263,408.0,408.0,2017.0,34.0,39.29058,-76.60926,51.9,98.5,58.7,69.2,31.3,28.3,4.1,18.8,81.2,4.0,18.2,47.7,28.7,40.1,50.5,25.9,34.3,20.9,35.7,8.9,33.2,94.0,35.9,79.9,6.3,9.3,73.5,67.4,51.1,3.7,34.0,24.6,28.7,64.4,4.6,12.9,2.3,3.4,14.1,0.0,0.0,0.0,0.0,1.0,0.0
264,502.0,502.0,2017.0,42.0,44.56745,-120.15503,49.8,96.5,55.6,55.6,25.6,30.0,4.9,20.3,79.7,4.3,16.9,57.0,29.0,39.1,51.8,31.1,28.5,22.1,48.1,11.7,32.3,90.6,31.5,73.0,5.9,9.7,71.6,57.1,37.2,4.6,33.7,20.0,29.2,64.3,9.9,16.4,3.0,4.5,16.1,0.0,0.0,0.0,0.0,1.0,0.0
265,103.0,103.0,2021.0,42.9,32.83968,-83.62758,53.9,98.3,65.2,65.9,31.9,26.2,5.1,23.4,76.6,5.2,16.4,43.8,30.1,37.7,52.0,30.4,34.3,31.3,39.9,9.6,37.8,92.4,40.6,81.9,8.3,11.6,73.4,66.9,45.2,4.9,32.1,21.8,30.4,65.7,13.8,16.6,2.8,3.9,15.3,0.0,0.0,0.0,0.0,1.0,0.0
266,105.0,105.0,2021.0,35.8,38.84384,-106.13361,54.1,97.0,50.5,72.5,24.0,23.0,4.4,17.0,83.0,3.5,14.2,44.2,26.4,38.2,51.1,27.0,26.5,27.4,42.6,13.7,23.4,90.7,30.6,76.5,5.9,7.1,59.6,64.1,54.7,5.5,41.8,19.0,25.7,55.6,9.9,14.0,3.0,3.7,10.6,0.0,0.0,0.0,0.0,0.0,1.0
267,522.0,522.0,2017.0,43.4,33.99882,-81.04537,60.0,97.6,66.1,61.2,34.5,28.5,6.1,25.6,74.4,3.7,10.2,54.5,32.1,39.0,59.2,37.3,38.1,38.2,47.4,11.9,36.1,94.0,33.7,87.1,9.1,13.5,77.7,67.8,42.5,5.2,34.2,30.5,35.1,63.8,15.0,19.6,3.2,4.6,16.0,0.0,0.0,0.0,0.0,0.0,1.0
268,358.0,358.0,2017.0,38.1,39.00883,-75.57774,39.7,99.8,64.7,46.6,37.1,37.6,5.0,24.5,75.5,6.0,11.0,57.7,20.1,30.8,32.6,36.0,46.9,57.1,58.1,14.9,39.4,95.8,30.6,76.6,9.4,11.6,70.2,62.8,38.4,3.9,20.4,33.6,40.2,78.9,8.5,17.8,2.0,3.3,17.6,0.0,1.0,0.0,0.0,0.0,0.0
269,260.0,260.0,2021.0,39.3,41.64104,-99.36572,49.9,96.9,58.8,72.8,32.5,34.6,3.8,17.8,82.2,4.6,20.1,37.1,26.2,34.6,46.9,23.2,32.5,20.7,31.5,8.5,33.3,88.2,36.2,81.5,6.0,9.2,69.5,64.5,53.9,4.1,28.1,22.5,35.8,70.4,5.2,12.2,2.2,3.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0
270,149.0,149.0,2021.0,51.6,35.68094,-85.77449,61.1,98.8,63.8,68.2,41.6,29.9,5.9,29.2,70.8,4.5,10.3,46.6,34.6,42.9,60.7,36.8,42.0,42.5,48.9,13.4,35.4,93.9,35.5,87.6,11.1,14.3,74.2,65.0,48.3,6.5,28.3,30.5,37.1,69.6,7.7,19.9,4.0,4.6,18.5,0.0,0.0,0.0,0.0,0.0,1.0
271,432.0,432.0,2017.0,44.1,44.66132,-84.71439,57.2,97.7,62.6,60.3,30.9,32.4,5.7,24.8,75.2,4.5,18.1,53.1,30.5,41.1,60.4,35.5,35.2,32.4,46.8,10.8,34.7,93.3,35.0,76.7,8.7,11.0,74.9,67.5,38.4,4.3,30.7,27.2,32.3,67.2,9.8,18.4,3.2,4.6,19.3,0.0,0.0,0.0,1.0,0.0,0.0
272,98.0,98.0,2021.0,38.9,39.00883,-75.57774,48.9,97.0,62.9,73.7,33.5,33.0,4.3,19.6,80.4,5.1,12.9,41.2,27.3,37.3,43.7,26.5,34.8,30.5,42.2,9.8,36.2,92.9,37.7,79.1,6.2,12.0,73.1,63.5,49.8,4.2,29.4,27.2,33.9,68.8,9.7,14.6,2.6,3.5,13.4,0.0,0.0,0.0,1.0,0.0,0.0
273,274.0,274.0,2021.0,45.7,39.49324,-117.07184,54.1,96.5,56.6,57.8,33.6,21.4,6.0,23.5,76.5,3.1,8.6,52.3,27.2,35.3,50.8,38.1,37.8,39.0,52.5,11.0,29.1,91.4,34.0,79.2,8.0,11.4,57.8,62.2,38.3,5.8,34.9,26.2,29.4,63.3,13.0,19.5,4.0,4.9,13.2,0.0,0.0,0.0,0.0,0.0,1.0
274,150.0,150.0,2021.0,52.5,40.13057,-74.27369,41.3,96.5,65.4,62.1,47.0,30.2,7.6,45.1,54.9,4.1,14.4,46.8,13.3,20.1,35.0,43.4,46.4,49.9,50.8,8.5,22.7,90.2,37.1,76.2,3.1,11.5,65.5,69.6,33.5,3.7,27.6,34.1,31.2,71.0,32.1,21.0,2.5,3.4,10.2,1.0,0.0,0.0,0.0,0.0,0.0
275,124.0,124.0,2021.0,39.8,39.3607,-111.58713,51.5,96.7,52.4,70.9,23.9,28.9,4.6,18.0,82.0,4.5,10.7,42.5,23.2,31.5,41.7,21.8,23.4,21.7,32.0,10.4,27.6,86.8,32.8,66.6,4.7,7.8,66.6,61.1,49.3,5.3,34.2,15.1,30.3,63.7,5.9,11.1,2.9,3.6,6.4,0.0,0.0,0.0,0.0,1.0,0.0
276,67.0,67.0,2021.0,55.1,34.74865,-92.27449,55.4,95.4,80.0,60.4,47.5,37.2,6.4,41.8,58.2,5.033333333333334,9.7,45.3,28.5,31.0,57.0,45.3,51.1,51.6,47.8,11.6,49.6,88.7,34.9,88.0,7.7,15.1,89.3,64.3,34.6,4.9,20.4,35.6,50.0,76.4,6.1,29.1,3.5,4.5,22.8,0.0,1.0,0.0,0.0,0.0,0.0
277,80.0,80.0,2021.0,44.4,34.86597,-111.76381,50.4,97.0,56.3,65.6,26.1,26.6,5.0,18.8,81.2,5.1,14.6,41.6,29.8,38.1,50.4,25.7,27.5,25.2,33.5,10.3,34.3,91.8,38.8,77.6,7.7,10.3,70.2,69.0,45.8,4.7,34.1,19.7,28.2,64.0,6.8,13.7,3.0,3.9,13.6,0.0,0.0,0.0,0.0,1.0,0.0
278,473.0,473.0,2017.0,38.0,43.65595,-71.50036,50.2,97.9,59.8,62.6,27.4,28.5,4.3,16.4,83.6,4.5,18.1,48.1,27.8,37.8,52.2,27.2,30.0,20.7,37.6,13.2,30.8,93.2,32.0,80.2,6.8,8.6,70.9,62.3,44.3,3.7,33.4,23.0,28.3,65.2,8.3,13.7,2.3,3.9,15.3,0.0,0.0,0.0,0.0,1.0,0.0
279,2.0,2.0,2021.0,38.8,46.35565,-94.7942,40.2,96.8,57.7,70.2,25.2,33.2,3.8,18.9,81.1,5.0,21.9,35.8,18.9,26.0,37.8,25.7,25.4,17.8,33.9,6.2,31.9,88.7,33.3,75.2,5.0,10.0,66.1,55.8,45.1,3.3,25.0,18.6,33.6,74.0,7.3,11.7,1.8,2.6,14.1,0.0,0.0,1.0,0.0,0.0,0.0
280,416.0,416.0,2017.0,35.9,39.29058,-76.60926,56.6,98.1,63.2,66.7,34.3,33.1,4.7,22.0,78.0,3.2,11.8,50.9,28.9,43.0,56.4,32.0,36.8,32.1,44.0,11.9,31.1,95.5,29.8,84.6,6.2,9.9,71.6,60.9,50.0,4.3,36.5,27.8,32.3,61.5,8.5,16.7,2.7,3.9,11.9,0.0,0.0,0.0,0.0,0.0,1.0
281,583.0,583.0,2017.0,56.4,38.66551,-80.71264,61.8,97.5,69.3,67.4,37.0,33.0,7.0,32.7,67.3,5.0,11.4,58.5,40.1,48.9,61.6,43.2,41.9,36.6,57.1,12.6,44.0,91.6,37.8,79.7,15.1,15.5,78.1,67.7,46.1,5.1,26.9,31.8,38.1,71.8,10.6,26.0,4.1,5.8,25.6,0.0,0.0,0.0,0.0,1.0,0.0
282,435.0,435.0,2017.0,35.1,45.25423,-68.98503,47.3,97.8,61.9,61.7,30.3,31.3,5.5,21.1,78.9,6.3,22.5,50.8,29.6,40.2,52.3,31.4,31.0,17.5,40.5,8.3,39.8,88.5,39.2,70.0,8.1,12.5,73.3,66.8,39.1,3.6,28.2,26.6,31.4,70.6,15.2,17.5,2.8,4.1,20.5,0.0,0.0,1.0,0.0,0.0,0.0
283,556.0,556.0,2017.0,48.5,31.82724,-99.42677,59.2,97.4,66.8,57.8,42.5,32.9,6.1,33.4,66.6,3.8,12.8,56.6,27.0,37.9,50.9,43.9,44.6,40.8,49.2,10.1,31.2,91.1,32.1,78.9,5.9,11.0,68.6,58.2,40.0,4.7,34.2,33.9,32.1,63.6,25.7,23.2,3.0,4.4,13.6,0.0,0.0,0.0,0.0,0.0,1.0
284,335.0,335.0,2017.0,39.7,37.63864,-121.0,47.6,98.2,55.8,61.4,20.1,23.3,4.4,17.1,82.9,4.7,18.6,52.3,27.3,39.8,52.4,23.5,22.6,20.5,35.4,9.7,31.3,93.1,33.0,76.7,6.5,8.3,73.1,63.5,43.5,3.9,39.9,16.0,23.8,58.1,5.0,12.0,2.7,3.8,12.4,0.0,0.0,0.0,0.0,1.0,0.0
285,173.0,173.0,2021.0,43.2,40.06021,-82.40426,53.9,97.6,61.2,67.4,35.7,35.9,4.8,23.7,76.3,4.8,16.5,42.5,31.7,39.7,53.3,30.9,36.8,29.9,40.4,10.2,35.7,89.3,37.3,80.5,9.1,12.7,75.1,64.9,46.1,5.0,27.9,25.5,37.6,70.7,6.8,16.1,3.0,3.8,17.7,0.0,0.0,0.0,0.0,1.0,0.0
286,427.0,427.0,2017.0,32.7,45.25423,-68.98503,50.9,97.0,58.9,63.3,29.3,28.1,4.8,19.1,80.9,5.0,17.8,50.7,31.5,41.6,54.2,29.6,30.7,20.1,39.9,11.0,35.1,91.5,36.7,74.6,7.6,10.5,71.6,66.4,44.8,3.9,33.4,24.6,29.2,65.2,11.8,15.5,2.7,4.1,16.8,0.0,0.0,0.0,0.0,1.0,0.0
287,454.0,454.0,2017.0,47.3,32.74551,-89.53803,54.0,96.7,67.7,55.1,37.7,33.1,6.8,36.6,63.4,5.3,12.6,59.0,29.2,36.7,55.4,46.9,43.1,41.9,53.5,8.3,40.8,89.2,36.5,81.0,8.2,14.2,79.5,68.9,35.4,4.9,27.7,33.2,37.3,69.9,21.0,25.3,3.5,5.1,22.2,0.0,0.0,0.0,1.0,0.0,0.0
288,489.0,489.0,2017.0,46.3,39.49324,-117.07184,40.9,95.1,64.1,59.5,35.0,27.1,6.4,27.3,72.7,5.0,23.8,43.8,17.9,21.5,34.1,34.8,35.6,24.2,38.3,7.8,36.5,90.5,34.4,69.6,6.6,10.2,79.9,63.7,29.2,2.9,25.8,29.7,26.3,72.5,20.3,18.8,2.2,3.6,19.4,0.0,0.0,1.0,0.0,0.0,0.0
289,116.0,116.0,2021.0,43.7,34.52088,-106.24058,47.4,95.9,54.5,68.5,26.5,24.8,4.9,18.5,81.5,5.6,10.5,47.0,31.9,39.3,42.9,28.1,26.0,27.4,37.8,11.4,38.2,88.9,40.1,76.0,8.7,10.3,73.3,69.3,50.4,4.7,33.6,19.4,27.5,64.0,6.6,16.0,3.2,3.7,13.5,0.0,0.0,0.0,0.0,1.0,0.0
290,355.0,355.0,2017.0,43.8,32.83968,-83.62758,48.9,96.4,59.0,63.4,38.2,28.1,5.5,24.5,75.5,4.7,14.8,51.2,26.7,35.0,47.4,33.9,41.8,27.5,41.0,8.3,35.0,92.3,33.8,80.2,8.6,11.9,68.4,66.3,40.6,3.9,33.1,30.6,30.9,65.1,15.9,17.8,2.7,3.9,19.3,0.0,0.0,0.0,0.0,1.0,0.0
291,273.0,273.0,2021.0,40.8,43.23554,-108.10983,54.1,96.4,54.3,59.1,33.3,27.8,4.7,16.6,83.4,5.2,12.5,37.1,27.7,30.8,48.3,23.4,33.4,23.1,33.0,12.4,26.2,88.6,30.8,78.5,6.9,7.6,62.1,58.0,41.6,5.7,34.2,25.3,31.5,63.8,14.8,13.6,3.0,4.0,16.8,0.0,0.0,0.0,0.0,0.0,1.0
292,204.0,204.0,2021.0,63.3,41.70828,-71.52247,51.8,97.0,63.7,65.7,41.5,41.9,7.4,62.0,38.0,4.4,15.8,34.7,16.4,23.5,43.2,44.9,45.0,59.6,47.3,10.1,22.4,89.0,31.2,78.4,6.8999999999999995,9.9,57.1,52.6,37.7,4.2,25.5,40.4,33.9,72.1,19.7,21.5,2.8,3.4,10.9,1.0,0.0,0.0,0.0,0.0,0.0
293,23.0,23.0,2021.0,48.0,39.49324,-117.07184,39.9,89.9,43.3,50.7,34.3,34.5,8.2,44.3,55.7,3.5,16.2,46.0,10.6,14.3,39.9,46.1,42.3,48.0,46.0,5.9,25.0,83.4,28.2,59.8,3.0,11.5,62.6,60.2,31.3,4.6,25.1,32.4,36.2,72.5,28.2,22.9,2.7,3.8,12.3,1.0,0.0,0.0,0.0,0.0,0.0
294,108.0,108.0,2021.0,49.1,40.79373,-77.8607,55.0,99.6,78.6,61.2,46.3,48.3,7.2,36.8,63.2,4.0,14.6,51.2,27.0,38.5,35.1,41.4,50.1,50.3,52.2,14.9,42.6,90.3,33.0,85.3,5.4,17.0,81.5,60.6,39.5,4.9,24.6,32.7,44.7,74.2,9.8,22.2,3.4,4.4,16.4,0.0,1.0,0.0,0.0,0.0,0.0
295,71.0,71.0,2021.0,40.4,41.56266,-72.64984,53.9,97.4,53.9,68.9,33.9,28.9,3.9,17.2,82.8,3.8,11.0,40.0,28.5,42.0,47.6,22.7,31.4,31.2,37.0,13.1,29.1,94.6,33.1,83.8,5.9,9.9,69.8,60.4,54.2,5.0,37.3,26.3,30.7,59.4,6.2,12.9,2.6,3.4,9.9,0.0,0.0,0.0,0.0,0.0,1.0
296,65.0,65.0,2021.0,47.9,37.64597,-84.77497,50.4,96.1,72.0,54.4,37.0,48.2,4.3,28.2,71.8,4.5,7.2,49.1,23.7,34.3,42.6,45.8,47.5,49.5,53.7,13.6,50.7,88.6,32.5,75.2,6.8,18.5,84.9,54.0,33.9,6.2,22.1,37.4,46.8,73.2,6.8,25.7,2.8,3.3,21.3,0.0,1.0,0.0,0.0,0.0,0.0
297,367.0,367.0,2017.0,40.0,42.4694,-93.81649,50.1,96.4,59.1,66.3,30.8,32.5,4.5,22.4,77.6,4.8,21.0,46.9,24.7,32.1,48.8,28.9,32.7,21.0,44.5,9.3,31.5,89.0,31.2,77.5,6.4,9.6,70.1,62.2,45.8,3.5,28.6,24.9,36.4,70.1,8.5,15.4,2.3,3.5,17.1,0.0,0.0,0.0,1.0,0.0,0.0
298,501.0,501.0,2017.0,54.1,35.47203,-97.52107,46.6,98.8,68.0,69.4,33.6,34.9,6.2,29.0,71.0,4.6,18.3,52.8,24.5,33.7,49.1,36.8,35.3,26.9,48.6,6.9,39.2,84.0,36.9,73.8,7.8,13.2,79.6,70.6,40.4,3.6,23.3,29.7,36.9,75.8,20.9,19.8,2.8,4.3,21.2,0.0,0.0,1.0,0.0,0.0,0.0
299,309.0,309.0,2017.0,45.0,64.84508,-147.72206,59.2,94.6,56.4,57.9,29.1,34.5,6.4,26.8,73.2,3.1,13.8,52.9,26.0,34.3,49.8,32.2,27.4,23.4,41.3,11.4,27.5,83.1,27.5,70.7,6.3,7.4,68.3,62.0,36.4,3.9,35.8,20.2,36.1,62.7,10.4,18.1,2.7,4.4,17.1,0.0,0.0,0.0,0.0,0.0,1.0
300,143.0,143.0,2021.0,52.3,34.74865,-92.27449,51.6,95.2,68.0,64.8,35.9,35.4,6.3,36.8,63.2,6.5,17.1,49.0,27.3,35.0,51.1,42.1,39.1,33.5,51.3,6.8,43.1,86.0,39.8,74.8,8.6,12.5,83.8,62.3,38.7,4.6,25.1,28.1,38.7,73.2,14.5,22.2,3.4,4.4,21.2,0.0,0.0,1.0,0.0,0.0,0.0
301,232.0,232.0,2021.0,43.2,37.63864,-121.0,46.9,98.1,58.5,64.0,25.4,23.9,5.0,22.4,77.6,3.9,15.0,43.1,20.1,27.1,35.0,28.6,27.0,27.9,39.0,8.8,27.9,91.8,33.9,73.3,4.6,11.6,62.9,59.7,43.5,4.6,33.9,20.1,27.6,63.9,10.3,16.2,3.0,3.3,8.9,0.0,0.0,0.0,1.0,0.0,0.0
302,262.0,262.0,2021.0,42.1,44.56745,-120.15503,50.7,95.7,58.9,66.0,22.2,25.2,4.6,18.8,81.2,5.0,15.8,44.6,25.4,33.0,47.3,26.2,27.5,24.3,43.6,11.2,30.9,87.0,32.6,72.6,6.1,9.6,66.8,59.9,46.6,5.1,33.0,19.9,30.4,65.1,8.0,14.8,3.1,3.5,12.4,0.0,0.0,0.0,1.0,0.0,0.0
303,570.0,570.0,2017.0,36.4,47.52228,-120.47001,48.5,97.2,55.7,64.3,22.8,27.5,4.6,20.2,79.8,4.3,16.4,54.3,27.6,35.0,47.7,27.5,25.1,19.4,43.4,10.9,32.4,91.8,31.9,70.2,6.4,8.9,69.2,63.7,45.6,4.1,35.0,17.8,28.5,63.4,6.0,14.7,2.9,4.1,14.0,0.0,0.0,0.0,0.0,1.0,0.0
304,296.0,296.0,2021.0,40.1,46.35565,-94.7942,52.0,97.2,54.9,73.0,29.5,28.5,3.8,17.0,83.0,3.7,13.9,42.0,26.3,35.8,50.5,25.9,29.1,23.6,34.7,11.3,27.1,90.7,29.5,82.2,4.4,8.1,66.4,59.7,54.9,4.8,37.9,21.9,31.1,59.8,5.1,12.7,2.7,3.2,12.8,0.0,0.0,0.0,0.0,0.0,1.0
305,193.0,193.0,2021.0,42.8,38.34774,-98.20078,51.8,97.4,60.2,70.6,32.1,30.7,4.0,19.2,80.8,4.8,17.2,38.4,28.8,36.0,48.7,25.3,32.2,23.4,33.8,10.5,35.5,89.0,40.5,81.0,6.8,11.2,69.8,66.9,49.3,4.5,28.5,23.0,35.6,70.0,8.7,13.9,2.4,3.2,14.6,0.0,0.0,0.0,0.0,1.0,0.0
306,190.0,190.0,2021.0,39.9,37.54268,-78.45789,53.6,97.1,60.7,72.1,27.0,29.8,4.7,22.5,77.5,4.6,16.2,40.8,30.1,39.5,50.7,26.5,28.8,23.4,34.0,9.0,34.6,91.8,41.6,81.0,7.5,10.4,73.5,69.0,53.7,4.8,29.9,19.5,33.3,68.2,5.1,14.3,2.8,3.6,12.8,0.0,0.0,0.0,0.0,1.0,0.0
307,459.0,459.0,2017.0,44.6,47.06653,-109.42442,47.9,93.9,50.1,64.7,31.4,20.2,5.7,20.2,79.8,3.6,13.0,53.4,27.4,40.1,56.1,32.7,34.5,28.2,48.3,10.9,24.6,89.7,24.6,76.7,6.3,7.8,65.7,53.4,46.0,4.0,44.2,23.3,23.3,53.4,10.1,16.2,2.8,4.3,16.8,0.0,0.0,0.0,0.0,0.0,1.0
308,6.0,6.0,2021.0,41.7,44.56745,-120.15503,51.1,95.6,58.7,66.7,22.2,25.6,4.5,18.9,81.1,4.8,16.0,43.2,28.4,36.3,49.8,24.3,26.8,23.1,40.4,11.5,32.9,88.5,34.5,75.6,6.7,9.2,72.0,59.6,48.5,4.9,32.6,18.2,30.6,65.4,5.1,13.7,3.1,3.5,12.6,0.0,0.0,0.0,0.0,1.0,0.0
309,277.0,277.0,2021.0,38.0,39.29058,-76.60926,51.4,97.9,62.8,72.8,28.6,30.2,4.2,20.4,79.6,4.0,13.0,39.4,25.0,32.8,45.1,25.7,30.4,29.1,33.5,9.4,34.5,93.0,37.6,79.2,4.8,11.1,72.0,63.2,49.8,4.2,30.3,21.7,34.3,68.2,8.8,13.7,2.4,3.0,10.1,0.0,0.0,0.0,1.0,0.0,0.0
310,479.0,479.0,2017.0,35.2,47.47532,-100.11842,39.9,95.6,60.5,60.6,35.8,34.7,4.3,23.2,76.8,4.4,29.6,44.1,19.3,26.7,42.8,28.4,34.0,11.7,35.6,6.0,32.0,84.9,30.3,74.3,4.0,9.2,68.1,62.6,35.8,2.8,22.5,27.4,35.0,76.2,11.0,14.3,1.7,2.7,19.4,0.0,0.0,1.0,0.0,0.0,0.0
311,580.0,580.0,2017.0,36.7,47.52228,-120.47001,48.3,96.9,55.9,63.9,23.3,26.9,4.8,20.7,79.3,4.2,15.6,55.2,24.1,32.4,43.7,30.4,25.5,21.7,46.6,10.6,29.5,90.8,29.7,69.8,5.7,9.2,65.3,62.5,44.3,4.1,35.9,19.2,27.7,62.2,10.7,16.0,2.8,4.0,13.5,0.0,0.0,0.0,1.0,0.0,0.0
312,397.0,397.0,2017.0,40.8,38.34774,-98.20078,49.9,98.9,79.4,39.2,42.0,37.4,7.3,40.7,59.3,4.4,16.8,49.4,23.4,34.9,56.7,49.9,43.3,47.2,50.1,12.5,39.9,89.4,27.0,75.0,7.4,14.3,87.3,56.1,26.9,4.8,29.4,32.3,36.4,69.1,22.6,25.7,3.4,4.8,24.0,0.0,1.0,0.0,0.0,0.0,0.0
313,531.0,531.0,2017.0,54.5,41.70828,-71.52247,46.1,96.6,77.4,70.2,25.8,36.2,5.7,63.7,36.3,3.3,17.3,78.8,13.8,14.6,42.4,58.6,46.5,64.3,55.46666666666666,13.4,23.3,89.6,22.7,71.9,5.6000000000000005,9.4,68.4,68.1,43.2,5.3,31.7,33.1,34.8,67.3,21.2,30.6,3.4,5.1,14.2,1.0,0.0,0.0,0.0,0.0,0.0
314,196.0,196.0,2021.0,43.2,39.76691,-86.14996,57.4,99.7,74.7,54.1,38.8,40.0,5.6,31.0,69.0,5.6,14.0,46.2,26.7,34.1,54.7,31.1,39.4,48.8,56.0,15.6,42.6,88.0,30.6,84.7,9.2,15.9,77.4,59.0,31.8,5.1,24.9,31.6,46.5,73.9,9.0,19.7,3.3,4.1,20.2,0.0,1.0,0.0,0.0,0.0,0.0
315,383.0,383.0,2017.0,50.3,40.48501,-88.99771,37.2,96.4,64.7,61.6,19.1,27.6,6.2,59.2,40.8,3.3,19.6,52.5,12.3,21.9,32.4,62.7,27.0,47.6,53.4,5.0,25.7,89.6,27.9,62.5,2.7,13.9,53.6,51.9,31.9,3.3,26.3,26.2,33.6,72.3,32.6,29.9,2.2,4.0,11.7,1.0,0.0,0.0,0.0,0.0,0.0
316,222.0,222.0,2021.0,31.8,21.30485,-157.85775,32.0,96.0,41.6,60.3,24.3,30.2,4.166666666666667,25.7,74.3,5.1,17.4,47.4,17.0,24.0,26.3,37.5,45.7,35.1,50.8,16.4,23.2,79.8,27.6,64.4,5.5,9.0,67.5,78.4,38.1,5.0,31.8,16.7,31.0,66.2,5.533333333333334,14.5,2.9,3.5,15.6,1.0,0.0,0.0,0.0,0.0,0.0
